battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1890,0,2.5,1,10,0,39,0.2,153,4,12,555,960,3904,19,17,7,0,1,0,3
1585,1,2.2,0,8,1,3,0.4,87,3,1,965,1431,2944,11,17,19,0,0,0,2
681,1,2.3,1,14,0,62,0.8,160,3,10,1486,1488,2686,6,16,15,0,0,0,3
644,1,0.8,0,13,1,20,0.6,119,7,20,1618,1297,2363,11,4,6,0,0,0,2
822,0,2.9,1,2,1,14,0.4,167,6,8,835,1943,521,10,9,17,1,0,1,0
1285,0,2.0,1,14,0,60,0.2,161,2,8,1560,1490,3438,7,17,15,1,1,0,3
1501,0,0.6,1,16,1,54,0.5,181,6,1,1221,835,2029,17,3,17,1,1,1,2
1945,0,2.0,0,18,1,39,0.5,87,1,3,690,889,975,14,11,4,1,1,1,0
1095,0,0.8,0,11,0,40,0.2,113,1,18,97,510,814,15,14,7,0,0,1,0
682,1,1.2,0,3,0,50,0.5,171,5,18,1270,561,2658,12,2,8,0,1,1,2
1334,0,2.7,0,7,1,4,0.6,92,4,6,1921,1669,3719,5,11,14,0,0,1,3
1328,0,0.8,1,3,0,30,0.6,179,8,12,973,1683,2527,12,4,7,1,0,0,2
1258,0,2.9,0,8,0,20,1.0,95,6,17,725,1650,3445,12,10,14,0,1,1,3
859,1,2.4,1,16,0,41,0.8,117,5,3,200,1752,1994,17,13,18,0,0,1,1
1966,0,2.6,1,17,0,9,0.7,108,5,3,497,626,2046,14,15,2,0,1,1,1
724,1,2.1,0,15,1,63,0.3,114,4,7,804,1355,2667,8,0,13,0,1,0,2
1416,1,2.5,0,9,0,12,0.3,105,7,15,1813,990,3447,5,9,13,1,1,0,3
1011,0,1.4,1,18,1,51,1.0,191,1,13,846,1127,937,13,13,8,0,0,1,0
1406,0,1.1,1,7,0,14,0.2,143,7,11,1096,1290,3929,17,9,2,0,0,0,3
1505,0,0.7,1,19,1,5,0.9,176,3,7,1115,650,3719,6,8,20,1,0,0,2
533,0,1.8,1,16,1,33,1.0,123,7,16,482,775,1819,14,14,11,1,1,0,1
1744,1,1.2,1,5,0,18,0.2,154,5,11,596,1885,763,10,2,2,0,0,1,0
1318,1,2.8,1,10,1,8,0.5,180,6,1,1605,1210,1393,17,17,12,1,0,0,1
781,0,2.3,1,2,0,7,0.4,120,3,3,457,1947,3240,9,5,17,1,0,1,2
1168,0,0.6,0,5,0,24,0.4,196,1,4,607,1403,1382,9,2,11,1,1,1,0
1949,1,0.7,1,16,0,15,1.0,105,4,13,939,1344,337,12,17,11,0,1,0,0
700,1,1.3,0,10,0,44,0.5,99,1,20,1662,1009,2921,19,14,15,0,1,1,2
1897,1,1.3,1,6,1,41,0.6,81,4,10,1033,709,1846,19,1,12,0,0,1,2
531,0,1.3,1,1,1,44,0.1,195,6,2,93,1188,1815,16,11,8,1,0,1,0
1948,1,2.0,0,6,0,49,0.4,133,5,8,1919,1624,2541,18,17,15,1,0,1,3
990,0,0.9,1,5,1,11,0.3,95,2,10,1305,1044,3824,6,8,18,0,1,0,3
1346,1,2.8,0,11,1,13,0.4,139,6,3,1633,1442,2340,13,3,16,1,0,1,2
763,0,1.2,1,10,0,30,0.1,152,2,13,1393,1876,723,5,6,4,1,1,1,0
641,0,1.0,1,14,0,49,0.8,80,1,16,351,1568,1995,9,3,3,0,1,1,1
1117,0,0.6,0,14,0,26,0.9,173,3,3,288,1913,665,6,10,4,0,1,0,0
1628,1,2.7,1,2,0,12,0.2,80,2,2,1773,1809,2959,18,15,5,1,0,0,3
748,0,2.6,1,3,0,22,0.2,171,3,0,1211,618,2652,17,8,16,1,0,1,1
896,0,2.4,0,16,0,31,0.1,145,3,2,1874,1380,2158,14,13,13,0,0,1,2
1912,1,2.8,0,6,0,64,0.6,105,7,15,945,1069,2557,5,13,13,1,1,0,3
1308,1,2.0,1,9,1,42,0.2,170,7,5,373,1034,2710,18,7,16,0,0,1,2
595,1,2.9,0,7,1,3,0.6,192,2,13,112,1298,3677,10,5,7,0,1,0,2
952,0,2.5,1,13,1,33,0.8,91,4,17,32,992,2332,8,6,8,1,1,0,1
1546,0,1.8,1,7,0,37,0.6,99,8,9,1369,1251,623,18,5,7,1,1,1,1
1658,0,3.0,0,14,1,8,0.3,198,8,13,569,1532,2165,18,16,17,0,0,1,2
936,1,2.8,0,12,1,3,0.6,93,8,14,1545,907,1209,19,1,10,0,0,1,0
1875,0,0.6,1,3,1,45,0.5,198,3,1,810,918,2397,18,3,14,0,0,1,2
1219,0,2.9,1,15,1,41,0.3,132,6,18,383,977,2200,13,17,10,1,1,1,2
1430,0,0.8,1,5,1,61,0.4,90,1,8,1800,1208,796,6,0,8,0,0,0,1
662,1,1.1,0,3,1,19,0.5,159,3,1,98,1859,1467,13,14,2,0,0,1,0
1390,1,1.4,1,19,0,47,1.0,137,1,12,104,1682,3934,14,6,6,0,0,1,3
1424,1,2.9,1,17,0,56,0.9,108,6,10,418,717,2888,7,5,17,0,0,0,3
1593,1,2.7,1,2,0,35,0.8,171,2,13,137,1692,1652,15,1,17,1,1,0,1
1673,1,1.0,1,15,0,38,0.8,164,6,10,713,921,2764,14,7,19,1,1,0,2
1688,1,2.1,0,16,1,13,0.5,94,4,5,672,506,1792,10,8,18,1,1,0,1
853,1,1.9,0,15,0,29,0.6,89,8,2,960,1284,1234,6,6,19,1,0,0,0
1704,0,0.6,1,5,1,15,0.9,158,3,2,1709,1160,598,10,4,11,0,0,0,0
1311,0,2.6,0,18,0,50,0.3,132,7,3,244,975,610,13,11,7,0,1,0,0
1648,1,2.5,0,14,0,13,0.5,123,5,20,208,1430,2112,15,4,9,0,0,0,2
1301,0,1.3,1,8,1,29,0.2,181,7,0,1688,1148,2856,16,5,11,1,0,0,2
1817,0,2.9,0,7,1,29,0.5,99,7,1,1895,826,733,13,11,14,1,1,1,1
800,1,1.4,0,9,0,22,0.3,120,3,15,808,638,1444,11,5,14,1,1,0,0
686,1,2.5,1,11,0,23,0.3,130,4,8,6,1771,554,11,7,2,0,1,0,0
1194,0,2.8,0,12,1,37,0.4,162,3,14,1394,1214,2208,15,13,8,1,0,1,2
722,1,2.0,0,5,1,10,0.9,146,1,20,253,708,3010,6,14,2,0,0,0,2
1954,1,1.9,0,9,0,48,0.1,195,5,15,682,503,3957,14,12,3,1,0,0,3
1723,1,1.1,1,12,1,59,0.2,113,5,13,1531,950,1209,11,1,19,0,1,0,1
1889,0,2.4,0,18,1,35,0.8,122,4,6,1136,960,419,18,1,18,1,0,0,0
1002,0,0.9,0,8,1,19,0.1,193,3,10,1194,841,3931,19,14,19,1,1,1,3
539,1,1.9,1,19,1,52,0.6,188,1,9,1926,1736,3259,10,2,20,0,0,0,3
1919,0,1.4,0,5,0,28,0.7,133,8,1,1942,694,3266,18,8,10,1,0,0,3
1654,1,1.5,0,9,1,22,0.8,148,1,3,940,1240,546,8,4,9,1,0,1,0
1071,1,1.3,0,8,1,2,0.6,122,4,20,871,1862,2722,9,10,2,0,0,1,2
1203,1,0.8,1,2,1,17,1.0,110,8,4,150,1335,3136,14,2,20,0,1,1,2
1481,1,2.7,1,9,0,58,0.2,196,5,2,241,1934,402,5,6,3,1,0,1,0
1493,1,0.6,1,19,1,55,0.4,128,3,7,771,792,3513,5,7,14,0,0,1,3
990,1,2.5,0,9,0,35,1.0,154,7,1,371,711,318,17,14,5,0,0,0,0
1863,1,2.9,1,15,0,60,0.7,154,1,16,1716,827,1212,15,16,8,1,0,1,2
1950,1,2.0,1,8,0,49,0.7,99,4,0,568,1759,717,10,2,3,0,1,1,0
660,1,1.9,1,13,0,42,0.3,148,6,15,824,1999,1089,17,9,13,0,0,0,1
748,1,2.5,1,15,1,51,0.4,199,7,17,856,1591,3340,10,1,4,0,1,1,3
1259,0,2.6,1,15,0,44,0.5,100,5,17,187,729,813,18,3,5,1,0,0,0
1544,0,1.1,0,2,0,59,0.9,174,1,14,1798,816,1649,7,8,3,1,1,1,2
1897,0,0.6,0,13,1,3,0.2,171,8,18,824,1266,792,10,14,9,1,0,0,0
1801,1,1.8,1,12,0,45,0.7,191,1,3,501,1926,3241,14,11,11,1,0,1,3
1793,1,1.3,1,8,0,23,0.6,185,6,10,1608,1760,1401,16,17,7,0,0,1,2
1493,1,1.7,1,12,0,9,0.2,90,8,2,363,1101,871,13,3,3,1,1,0,0
1435,0,1.3,0,6,1,39,0.6,83,8,18,695,576,3033,17,3,8,0,1,1,3
1568,0,1.9,1,1,0,47,1.0,166,1,8,1336,1383,540,16,7,5,0,0,0,0
1782,0,2.6,0,18,1,22,0.7,159,2,8,653,1236,2912,9,8,5,1,1,0,2
1290,0,2.4,0,6,1,7,0.8,150,4,10,1219,1970,1710,19,3,16,1,1,1,1
1488,1,0.9,0,7,0,52,0.7,189,7,6,435,1340,3413,11,7,18,1,1,1,3
1505,0,0.6,1,14,1,26,1.0,82,2,1,1722,1222,3254,15,7,18,1,0,1,3
752,1,1.1,0,19,1,44,0.3,165,8,15,1645,797,890,5,14,19,0,0,1,0
856,0,3.0,1,17,1,44,0.1,181,8,2,153,1750,3709,9,8,16,1,0,1,3
554,1,1.5,0,13,1,13,0.3,143,1,10,1346,1427,3834,17,10,12,1,0,0,3
728,0,1.1,0,14,1,15,0.3,175,4,6,60,815,3827,11,8,15,0,1,0,2
1943,0,2.9,1,15,1,2,0.5,82,1,7,479,1772,3170,10,10,10,1,1,1,2
879,0,1.3,1,11,1,27,0.7,119,5,0,882,1377,2124,19,1,16,1,0,1,1
1234,1,2.1,0,15,1,10,1.0,195,6,17,588,1858,3321,11,3,20,1,1,1,3
1489,1,1.3,0,13,0,7,0.2,181,3,17,1922,1718,1305,7,3,15,1,0,0,1
859,1,1.2,0,1,1,27,0.7,182,3,3,242,1752,2758,12,11,19,1,0,1,1
673,0,0.5,0,10,0,22,0.2,190,8,4,620,1062,2375,14,6,14,0,0,0,1
1758,1,2.9,0,16,0,55,0.3,125,1,18,1422,842,1454,8,3,3,1,0,0,2
1902,0,2.5,0,11,0,7,0.8,113,6,19,1791,826,3881,16,11,9,1,1,1,3
1601,1,1.4,0,12,1,51,0.6,87,6,13,756,1467,3584,13,3,18,1,1,1,3
752,0,0.6,0,6,1,31,0.5,143,2,7,508,1228,429,12,6,2,0,1,0,0
510,0,1.1,1,19,0,5,0.3,160,4,17,1596,1958,2767,15,13,9,0,1,0,2
1475,1,1.2,1,6,1,21,0.9,180,1,1,694,1892,812,16,3,3,0,1,1,0
1986,0,2.6,1,6,0,44,0.8,100,4,17,906,1187,466,13,17,11,0,1,0,1
752,1,1.0,0,8,1,12,0.3,125,8,3,1889,1457,2613,17,12,20,0,0,1,2
1134,1,0.8,1,15,0,60,0.8,134,3,1,994,1681,2135,5,7,20,1,0,1,2
1566,0,2.2,0,10,1,23,0.6,108,6,12,981,1020,3661,11,8,20,0,0,1,3
954,1,2.0,1,19,1,52,0.5,106,2,14,1540,974,2360,10,7,10,0,1,1,2
1978,0,1.2,0,0,0,33,0.7,120,2,20,154,931,547,7,12,16,0,0,1,0
1472,1,0.5,1,4,1,11,0.8,162,3,18,814,1288,1292,15,9,10,1,1,1,0
790,1,1.0,0,4,1,17,0.6,86,3,17,348,1464,1824,5,13,19,0,0,1,0
1980,1,2.5,1,19,0,38,0.7,142,8,11,630,793,1172,6,9,19,1,0,1,1
1688,1,1.9,0,7,0,6,0.3,102,5,5,1134,676,3002,7,3,19,0,1,0,2
1908,1,0.7,1,16,0,35,0.3,144,3,16,1282,1139,1086,16,15,5,1,0,1,1
1060,0,0.7,0,19,0,7,0.5,86,8,4,715,1133,1621,6,16,18,1,0,1,0
1301,0,1.1,0,2,0,37,1.0,85,6,0,1675,518,2238,19,5,8,1,1,0,1
1158,1,0.9,1,11,0,60,0.8,146,6,18,1591,553,3704,18,14,4,1,0,0,3
912,1,1.0,0,17,0,20,0.3,151,8,5,859,1016,3696,14,7,14,0,1,1,3
816,1,2.3,1,3,0,9,0.2,115,4,1,1055,1253,1235,12,16,12,0,1,1,0
1265,1,1.8,1,1,0,41,0.4,171,3,20,1192,887,2593,15,7,20,1,1,0,2
1191,0,2.2,0,14,1,35,0.7,80,7,12,649,1797,2492,10,8,19,1,0,1,2
1224,0,2.9,0,6,0,44,0.7,183,4,0,1909,561,2764,11,9,16,1,0,0,2
1332,0,2.8,0,2,1,42,0.4,115,4,11,1918,1496,1698,14,13,2,1,0,1,2
811,0,1.4,1,5,0,15,1.0,112,3,15,750,1772,2120,18,10,4,0,1,0,1
1780,0,1.4,1,1,1,38,0.6,191,3,3,205,1277,386,12,1,6,1,1,1,0
1564,0,1.2,1,2,1,8,0.9,145,5,1,1677,1561,3883,12,16,10,0,1,0,3
1698,1,0.9,1,13,0,40,0.6,92,8,9,1724,1583,1515,13,7,17,1,0,0,2
1845,1,2.5,1,16,1,38,0.6,88,4,0,233,892,1696,13,14,7,1,1,0,1
1679,0,2.3,1,6,0,8,1.0,129,4,0,1368,1767,3904,19,12,19,1,1,0,3
1661,1,2.7,1,10,0,9,0.4,188,3,6,841,975,1724,8,8,5,1,1,0,1
1069,0,0.7,0,11,0,6,0.7,143,8,18,1536,1394,1469,6,4,4,1,1,0,1
1238,0,2.1,1,19,0,45,0.9,95,4,12,605,558,341,10,7,9,0,1,1,0
1651,1,0.7,0,13,1,34,0.9,145,6,1,382,626,3833,5,6,7,0,0,1,3
974,0,1.8,1,6,0,24,0.7,192,5,14,1090,1936,631,17,2,9,1,0,0,0
959,0,2.1,0,13,1,39,0.9,139,6,15,125,1498,3793,12,2,10,1,0,0,3
827,1,3.0,1,6,1,43,0.2,173,8,3,1592,504,3474,18,12,19,0,0,1,3
1036,0,2.5,1,7,0,41,0.8,141,1,10,1382,646,420,8,7,2,1,1,0,0
1529,1,2.7,1,12,1,62,0.7,105,6,18,1363,1703,420,17,3,7,0,1,0,1
676,1,2.3,1,4,0,11,0.9,104,4,1,606,1346,2857,18,5,2,0,1,1,1
1792,1,0.5,0,10,1,31,0.6,100,2,2,1120,871,572,8,10,5,1,1,0,0
1623,1,2.2,1,14,0,20,0.9,178,1,3,649,1528,2326,11,11,4,1,0,1,2
1685,1,1.9,1,19,1,59,0.9,103,8,1,487,1566,1972,11,15,15,0,0,0,2
1059,0,2.3,1,15,0,31,0.4,128,2,1,1414,568,2413,12,7,10,0,1,1,1
1366,0,1.3,0,17,0,29,0.4,181,3,14,1702,914,2378,19,8,17,0,0,1,2
1700,0,2.8,1,16,0,42,0.5,116,5,17,206,1485,1840,19,5,7,1,0,0,2
1742,0,1.3,0,12,0,39,0.5,123,1,6,224,1630,1346,10,4,15,1,1,1,0
1458,0,2.8,0,3,1,3,1.0,144,2,1,1608,719,2098,12,5,20,1,1,0,1
747,1,2.8,0,13,0,59,0.8,90,6,13,1486,1392,2748,10,5,16,1,0,1,3
1146,1,2.2,0,9,1,21,0.5,112,1,17,1416,950,966,13,7,12,1,1,1,0
1809,1,1.6,1,10,1,60,0.5,187,8,15,430,720,2445,18,15,19,1,1,0,3
1315,0,2.5,1,19,1,19,0.5,168,1,4,0,1714,2860,12,12,10,0,1,1,2
1491,0,1.7,0,19,0,7,0.8,148,8,13,477,1386,2487,10,3,17,0,1,0,2
1226,0,2.2,0,19,0,61,0.3,164,6,0,515,1304,1861,13,15,6,1,0,1,1
1800,0,2.1,1,3,1,23,0.4,147,1,7,1410,1982,2440,11,12,14,0,0,0,2
1830,0,1.9,1,3,0,24,0.1,181,2,18,1077,1054,3622,18,16,3,1,0,1,3
1600,0,1.7,1,5,0,35,1.0,117,6,5,1652,1439,1006,10,16,16,0,0,0,1
1126,0,2.9,1,14,0,25,0.6,160,1,3,1744,1418,2870,11,8,2,1,0,1,2
819,1,1.7,1,18,1,62,0.2,156,1,12,1127,677,543,6,3,9,0,1,1,0
1103,0,1.1,0,6,0,33,0.8,131,8,13,710,1911,2457,5,6,15,1,1,1,2
668,1,1.7,1,17,1,20,0.7,157,8,9,211,1193,329,14,13,14,1,0,1,0
893,1,1.1,1,0,1,60,0.5,101,2,9,979,1702,1480,8,13,9,0,1,0,1
1242,1,0.8,0,11,1,31,0.6,172,5,13,498,1198,1020,12,12,12,1,0,0,0
534,0,0.6,1,11,1,18,0.6,159,2,5,1435,1874,3079,6,13,2,1,1,1,2
969,0,1.9,1,16,1,64,1.0,151,5,1,57,1107,2938,18,11,14,1,0,1,2
1699,0,2.5,1,11,0,21,0.1,161,3,8,764,644,1328,15,10,17,1,0,0,1
692,0,1.2,1,15,1,47,0.5,125,2,11,1776,600,806,15,14,3,0,0,1,0
1527,1,0.6,1,7,1,46,0.9,88,5,16,1903,666,1566,16,1,20,1,1,0,1
1275,0,1.3,0,11,0,53,0.9,128,6,11,651,1982,1533,5,12,17,0,1,1,1
1490,0,2.9,1,11,0,19,0.5,165,6,14,1269,1886,753,6,11,10,0,1,0,1
1082,0,1.2,1,15,1,63,0.8,129,1,12,1764,797,2974,6,1,12,0,0,0,3
1446,0,1.4,1,12,0,2,0.3,82,2,11,949,1689,437,9,7,16,0,1,0,0
1220,0,2.3,1,17,1,4,0.2,138,7,13,1144,721,3116,17,0,4,1,1,0,2
1922,0,1.3,1,7,1,7,0.9,167,5,19,1932,1439,2632,18,8,3,1,1,1,3
1131,1,1.9,0,3,0,59,0.9,178,3,14,277,1522,2266,17,3,2,0,0,0,2
933,0,2.4,0,0,1,63,0.8,141,2,20,614,1497,1276,13,17,13,0,0,0,1
1153,1,1.0,0,16,0,30,0.7,180,3,15,778,854,2953,5,7,20,1,1,1,2
581,1,2.0,1,17,0,39,0.8,117,8,9,567,822,3740,10,5,7,1,1,0,3
1145,0,3.0,0,19,1,41,0.4,136,4,1,128,1474,2989,8,6,8,0,1,0,2
1108,0,1.1,1,16,1,17,0.5,111,6,6,437,1501,1475,13,2,15,0,1,0,0
1862,1,0.6,1,17,0,12,0.9,135,2,16,584,862,3536,13,5,17,1,1,0,3
1231,0,2.5,1,18,0,33,1.0,126,4,17,421,774,1707,14,12,17,1,1,1,1
1904,0,1.4,0,3,1,44,0.4,137,4,0,1018,1650,2743,13,0,15,0,0,1,3
1181,0,2.9,1,14,0,39,0.3,89,2,19,307,903,577,14,3,13,1,1,0,0
1145,1,1.5,0,10,0,30,0.2,148,2,1,506,512,2945,18,12,9,0,1,1,2
1705,0,0.6,1,3,1,2,0.5,195,3,2,1188,1072,650,15,14,19,0,0,1,0
697,1,0.5,0,3,0,29,0.9,85,5,12,1152,563,3910,16,9,15,0,0,0,3
1738,1,0.6,1,7,0,56,0.6,171,4,19,811,871,2767,16,2,6,1,0,0,3
1153,1,1.8,0,16,1,52,0.7,179,8,17,1689,1702,2205,7,1,4,0,0,1,3
1237,0,0.6,0,4,1,16,1.0,110,7,11,852,1377,2192,10,2,18,1,0,1,1
1592,0,1.5,1,13,0,43,0.9,135,4,20,1393,1157,521,8,12,9,1,0,0,1
950,1,2.4,0,10,1,54,0.4,182,2,9,1422,675,3004,16,11,11,0,0,1,2
1825,1,0.7,1,6,1,41,0.1,141,3,6,1309,533,1887,14,4,17,1,0,0,1
765,0,1.8,1,5,0,6,0.4,100,1,0,621,1095,3829,13,11,19,1,0,0,2
1487,0,2.8,1,12,1,21,0.6,132,3,6,938,709,2815,6,15,12,1,0,0,2
1000,1,2.4,0,15,1,63,1.0,97,3,3,791,512,550,6,15,15,1,0,1,0
1805,0,2.5,1,16,1,35,0.5,175,7,5,1475,1744,1810,17,2,6,0,0,0,2
1512,1,2.0,1,4,0,41,0.6,158,1,5,128,1374,2002,14,10,4,1,0,0,1
1190,0,1.2,1,17,1,2,0.5,135,7,11,223,951,1639,5,13,19,0,0,1,0
751,1,1.0,1,9,0,58,0.2,80,6,12,759,1735,2180,9,9,3,0,1,0,2
1422,1,1.5,1,6,1,56,0.6,169,4,15,1109,1938,3307,11,9,6,1,1,1,3
1031,0,2.8,1,18,0,3,0.6,126,7,0,1578,876,2928,5,6,4,1,1,0,2
1936,1,2.3,0,2,1,39,0.2,128,8,9,10,1280,1743,11,13,10,0,1,1,2
967,1,2.8,1,6,1,17,0.1,122,8,10,1634,1540,728,6,12,12,1,1,1,0
514,0,0.9,0,9,0,26,1.0,98,7,1,1189,746,1983,7,1,14,1,1,1,0
595,1,0.7,0,1,0,64,0.5,110,4,1,70,908,3432,12,5,5,0,1,0,2
1274,1,2.7,1,3,1,62,0.6,139,8,2,105,514,3343,11,2,15,1,1,0,3
1842,0,1.6,1,9,1,51,0.3,131,4,8,500,1271,3740,15,15,18,1,0,1,3
1224,0,1.6,1,7,1,47,1.0,139,6,7,685,1860,1866,7,6,18,1,0,1,2
1543,1,0.9,1,8,1,23,1.0,178,4,13,1579,932,902,6,8,4,0,1,1,0
1781,0,1.0,0,7,1,23,0.1,88,7,1,1415,1254,367,13,5,2,1,1,1,0
664,1,0.7,0,4,1,41,0.9,148,5,20,1119,1154,1814,10,15,15,0,1,0,1
1070,1,2.3,1,11,0,41,0.9,83,6,7,617,689,758,8,16,6,1,1,0,0
1861,1,1.3,1,16,1,33,0.7,121,7,5,1951,1527,608,17,9,6,1,1,1,1
1077,0,2.6,0,0,1,11,0.7,178,8,6,639,570,1771,11,0,6,1,1,1,1
502,0,1.2,0,5,1,64,0.3,194,1,12,377,1992,752,5,14,17,0,1,1,0
836,0,1.3,1,2,1,58,0.8,170,3,12,1569,1037,2490,17,4,7,0,0,0,2
545,0,1.6,1,16,0,33,0.1,157,2,18,891,951,3386,16,9,8,0,1,0,2
1107,1,1.5,0,8,0,35,0.2,157,6,13,345,1576,3804,15,5,11,1,0,0,3
1394,0,2.8,1,3,0,36,0.4,106,4,16,1144,1514,1124,10,2,16,1,0,0,1
1222,1,1.7,1,14,1,31,0.6,108,6,3,518,710,1337,19,1,12,0,0,1,0
1485,1,0.7,1,14,0,10,0.7,160,6,7,643,1885,3875,10,13,19,1,0,1,3
1402,1,2.3,1,6,1,56,0.4,170,8,10,648,1354,1055,6,12,17,0,0,0,1
788,1,1.8,0,6,1,12,0.6,122,1,20,1601,722,2293,18,9,5,0,0,1,1
1051,0,1.3,0,11,0,46,0.4,128,6,19,1618,1555,2576,13,6,11,0,0,1,3
1439,1,2.3,1,6,1,52,0.7,114,2,1,217,1649,3709,5,6,3,1,1,0,3
1711,0,0.7,0,3,0,18,0.3,191,5,4,1735,889,1920,16,4,7,1,1,0,1
1989,0,1.9,0,11,0,61,0.2,174,7,8,1562,586,3448,9,17,2,1,1,1,3
1251,0,2.1,0,18,1,14,0.8,179,2,16,269,1366,2079,6,14,8,1,1,0,1
1864,0,1.3,0,5,0,57,0.8,113,5,19,1583,1346,1134,9,0,14,1,1,1,2
1964,0,1.0,0,16,1,35,0.6,104,2,20,1848,846,2826,12,10,11,0,0,0,3
1614,1,1.6,0,6,1,52,0.1,110,4,13,1900,583,1992,6,10,10,0,1,0,2
1677,0,1.6,1,15,0,29,0.1,112,8,19,92,1677,1086,7,3,4,1,0,0,1
1595,1,1.2,1,9,1,63,1.0,125,1,16,927,1896,933,6,13,18,1,0,0,1
1730,0,2.8,0,1,1,39,0.1,97,3,20,1640,1515,2462,15,3,14,1,0,0,3
1648,0,1.6,0,1,1,57,0.5,109,2,19,790,1606,751,15,7,7,1,1,0,1
895,0,1.2,1,13,0,46,0.9,186,5,4,1900,971,3361,19,17,19,0,1,0,3
1806,1,1.9,0,10,1,9,0.1,196,1,14,677,1610,727,11,15,13,0,0,0,0
956,1,1.9,1,5,1,48,0.6,167,3,4,1549,1722,1018,16,13,4,0,1,0,1
1868,1,3.0,1,0,0,15,0.4,143,8,2,60,1905,3204,10,7,12,1,1,0,3
1360,0,2.9,0,8,1,16,0.7,145,8,17,1641,1555,3079,14,4,7,1,1,1,3
1564,1,2.8,1,19,0,51,0.7,184,8,2,1649,912,316,11,3,7,0,0,1,0
1432,0,2.2,0,11,0,63,0.7,157,8,20,1633,1212,2327,12,3,13,1,0,1,3
1295,0,0.6,1,7,1,41,0.5,127,8,12,1386,1453,1546,14,4,19,0,1,0,1
576,0,0.7,0,7,0,62,0.9,122,2,5,567,1497,2253,19,8,6,1,0,0,1
1441,0,0.5,0,0,1,20,0.7,105,8,10,1593,544,2429,12,8,13,0,1,0,2
1558,1,1.1,0,19,0,34,0.8,194,1,20,1753,1447,3471,18,8,13,0,0,1,3
889,0,2.6,0,3,1,62,1.0,123,6,18,326,1013,1876,12,9,14,0,1,1,2
1566,0,2.4,0,14,0,27,0.4,86,2,6,1955,1890,3544,15,6,7,0,0,1,3
1593,1,2.9,1,16,1,4,0.9,149,5,8,1595,1883,3841,9,5,17,1,0,0,3
1802,1,2.7,1,6,1,31,0.3,142,2,12,1863,1983,1544,19,17,2,1,0,0,2
1230,0,1.0,1,7,1,56,0.4,112,4,8,727,1821,302,18,9,17,1,1,1,0
1397,1,0.8,1,12,1,30,0.6,92,7,2,1122,1978,3564,9,16,14,0,1,0,3
629,0,0.6,1,5,1,5,0.6,104,4,20,242,1848,481,10,15,10,1,1,0,0
971,1,0.9,1,17,1,25,0.2,189,1,8,302,1712,1263,14,0,5,1,1,0,0
1148,0,2.6,1,2,1,5,0.4,133,3,3,305,679,2061,15,10,2,0,0,1,1
659,1,2.5,0,13,1,60,0.7,103,1,8,935,1179,1363,12,0,20,1,1,0,1
1613,1,1.6,0,4,0,48,0.7,93,2,14,1357,1470,1055,12,1,8,1,0,1,1
515,1,2.1,0,13,1,52,0.9,193,2,14,624,1639,1555,12,16,2,0,0,0,1
613,0,2.2,1,8,1,12,0.6,194,4,4,554,1861,362,11,7,5,1,0,1,0
1160,1,2.0,0,15,0,4,0.4,117,7,15,1771,1415,2743,9,11,13,0,1,1,2
857,0,0.8,1,0,1,26,0.7,97,8,17,27,1980,2088,13,5,17,1,1,0,1
1684,1,2.1,0,14,0,15,0.8,87,4,11,872,1066,3221,6,4,12,1,1,0,3
1779,1,2.1,1,18,1,34,0.7,131,7,18,1072,1157,3766,14,1,2,0,0,0,3
855,0,2.5,0,14,0,37,0.2,178,7,10,1324,775,3489,16,15,15,0,1,0,3
1573,1,2.9,1,1,1,58,0.7,84,8,12,131,750,1740,13,12,14,0,1,1,2
1395,1,1.5,0,19,0,21,0.9,115,1,14,463,589,441,11,8,9,0,0,1,0
1933,0,1.9,1,17,0,45,0.7,91,2,17,1597,1979,3047,14,13,6,0,1,0,3
819,0,2.8,1,11,0,7,0.8,89,6,0,618,1455,2840,7,6,4,1,1,0,2
711,1,1.8,0,19,1,25,0.5,80,6,2,960,1667,1888,17,10,10,1,0,1,1
1282,0,0.7,1,10,1,42,0.8,180,1,0,509,1405,1755,15,17,20,1,1,0,1
550,0,1.1,1,16,0,19,0.9,149,4,4,438,1505,3840,9,12,6,1,1,0,2
652,1,2.1,0,18,1,53,0.7,187,3,14,911,972,756,17,14,15,0,1,0,0
1165,0,2.3,1,6,0,35,0.9,155,6,17,192,1421,1541,18,0,13,0,0,0,1
1400,0,0.7,0,11,0,38,1.0,169,8,6,690,1664,755,7,9,12,0,1,0,0
1754,1,0.9,1,0,1,20,0.1,198,2,7,996,1804,1839,14,10,5,1,1,0,1
1516,1,2.8,0,8,1,13,0.7,170,8,0,403,1011,863,14,12,7,0,0,1,0
1333,1,1.7,1,1,0,46,0.6,113,4,6,11,691,3445,6,12,3,1,0,1,3
1473,0,1.7,0,16,0,61,0.9,97,2,16,1234,1955,3511,11,15,5,0,1,0,3
1827,1,0.6,1,2,0,42,0.9,176,1,9,1491,1939,3338,15,12,4,0,0,0,3
1030,0,0.8,1,1,0,5,1.0,161,8,13,1960,1058,268,13,9,17,1,1,0,0
1594,1,1.5,1,6,1,8,0.2,109,5,19,396,1651,1250,14,13,13,0,1,0,0
